id_restaurante,nombre,n_resenas,valoracion_google,avg_estrellas_modelo,pct_positivo,pct_neutro,pct_negativo,n_resenas_negativas,n_baja_confianza,estrellas_5,estrellas_4,estrellas_3,estrellas_2,estrellas_1,servicio_menciones,comida_menciones,ambiente_menciones,precio_menciones,velocidad_menciones,ruido_menciones,limpieza_menciones,servicio_pct,comida_pct,ambiente_pct,precio_pct,velocidad_pct,ruido_pct,limpieza_pct,servicio_pos,comida_pos,ambiente_pos,precio_pos,velocidad_pos,ruido_pos,limpieza_pos,servicio_neg,comida_neg,ambiente_neg,precio_neg,velocidad_neg,ruido_neg,limpieza_neg,servicio_avg_stars,comida_avg_stars,ambiente_avg_stars,precio_avg_stars,velocidad_avg_stars,ruido_avg_stars,limpieza_avg_stars,servicio_rep,comida_rep,ambiente_rep,precio_rep,velocidad_rep,ruido_rep,limpieza_rep,top5_platos,personal_destacado,terminos_tfidf
70,DiverXO,94,4.5,3.096,48.9,9.6,41.5,39,49,27,19,9,14,25,43,73,23,35,24,1,0,45.7,77.7,24.5,37.2,25.5,1.1,0.0,30,39,11,13,14,1,0,10,27,8,16,8,0,0,3.7,3.26,3.26,2.86,3.25,5.0,,True,True,True,True,True,False,False,vino(13),Muñoz(15),"experiencia, platos, comida, menú, sabores"
71,Bosque De Piamonte,91,4.9,4.659,93.4,0.0,6.6,6,10,76,9,0,2,4,72,74,27,36,12,6,3,79.1,81.3,29.7,39.6,13.2,6.6,3.3,69,70,26,34,11,6,3,3,4,1,2,1,0,0,4.75,4.73,4.74,4.69,4.58,5.0,5.0,True,True,True,True,True,False,False,"pasta(16), postre(11), risotto(4)",,"comida, buena, atención, precio, pizza"
72,Steakburger Las Tablas,94,4.9,4.564,90.4,0.0,9.6,9,9,77,8,0,3,6,77,52,22,8,7,7,3,81.9,55.3,23.4,8.5,7.4,7.4,3.2,72,50,22,6,5,7,3,5,2,0,2,2,0,0,4.7,4.81,4.82,3.88,4.0,4.86,4.67,True,True,True,False,False,False,False,"hamburguesa(32), carne(12), postre(5), tarta de queso(5)","Selene(21), Andrés(12), Valeria(9), Dani(8), Damaris(8)","comida, atención, servicio, excelente, hamburguesas"
73,Kausa Madrid 1,96,4.7,4.292,83.3,1.0,15.6,15,10,72,8,1,2,13,63,80,13,15,7,2,2,65.6,83.3,13.5,15.6,7.3,2.1,2.1,62,73,11,14,4,2,2,1,7,2,1,3,0,0,4.86,4.56,4.15,4.53,3.29,5.0,4.5,True,True,True,True,False,False,False,"comida peruana(11), causa limeña(6), ceviche de pescado(4), pisco sour(4), lomo saltado(3)",Pedro(23),"comida, buena, atención, rico, excelente"
74,Bestial By Rosi La Loca,91,4.7,4.407,82.4,6.6,11.0,10,16,68,7,6,5,5,70,66,41,16,9,6,0,76.9,72.5,45.1,17.6,9.9,6.6,0.0,58,56,34,10,6,6,0,7,6,4,4,2,0,0,4.44,4.47,4.39,3.88,3.78,4.5,,True,True,True,True,False,False,False,"cócteles(15), postre(6)","Ernesto(14), Issam(7), Kevin(6), Tania(5)","comida, experiencia, buena, servicio, atención"
75,sr.Ito,91,4.6,4.615,91.2,3.3,5.5,5,10,73,10,3,1,4,67,78,32,22,6,4,0,73.6,85.7,35.2,24.2,6.6,4.4,0.0,64,73,31,18,3,4,0,2,3,0,2,2,0,0,4.76,4.68,4.72,4.36,3.17,5.0,,True,True,True,True,False,False,False,"sushi(19), rabo de toro(5), postre(4)",David(8),"comida, calidad, experiencia, atención, buena"
76,Tacos & Tapas,94,4.7,4.521,88.3,6.4,5.3,5,21,69,14,6,1,4,66,74,44,25,6,10,1,70.2,78.7,46.8,26.6,6.4,10.6,1.1,62,68,42,21,6,9,1,1,1,0,0,0,0,0,4.7,4.64,4.68,4.36,4.67,4.4,5.0,True,True,True,True,False,True,False,"comida mexicana(12), guacamole(8), margaritas(7), enchiladas(5)",,"comida, tacos, atención, nachos, restaurante"
77,La Burbujería,97,4.9,4.371,85.6,0.0,14.4,14,16,72,11,0,6,8,70,80,30,16,7,8,1,72.2,82.5,30.9,16.5,7.2,8.2,1.0,68,76,28,15,6,8,1,2,4,2,1,1,0,0,4.79,4.71,4.7,4.69,4.43,4.88,5.0,True,True,True,True,False,False,False,"croquetas(7), tiramisú(7), entrada(7), postres(6), ensaladilla(6)","Alfonso(12), Hernán(6)","comida, servicio, calidad, gran, madrid"
78,Tinto Y Tapas Principe,94,4.5,4.181,80.9,3.2,16.0,15,26,60,16,3,5,10,62,69,33,31,8,3,3,66.0,73.4,35.1,33.0,8.5,3.2,3.2,54,60,27,26,5,3,3,7,8,6,4,3,0,0,4.42,4.33,4.18,4.26,3.5,4.0,4.67,True,True,True,True,False,False,False,"vino(9), cerveza(7), pizza diavola(6), relleno(5), tosta de solomillo(5)",,"comida, empanadas, buena, tostas, pizzas"
79,Everest Tandoori Nepali-Indian Restaurant,94,4.6,4.34,84.0,5.3,10.6,10,23,64,15,5,3,7,59,78,12,29,9,3,1,62.8,83.0,12.8,30.9,9.6,3.2,1.1,54,70,11,25,8,2,1,1,4,0,2,1,0,0,4.64,4.56,4.42,4.34,4.56,4.0,5.0,True,True,True,True,False,False,False,"garbanzos(7), curry(5), tikka masala(5)",,"comida, buena, restaurante, buen, servicio"
80,Café Astral,91,4.9,4.769,95.6,2.2,2.2,2,8,78,9,2,0,2,75,71,10,5,2,3,0,82.4,78.0,11.0,5.5,2.2,3.3,0.0,74,69,10,5,2,3,0,1,0,0,0,0,0,0,4.87,4.86,4.8,4.8,5.0,4.33,,True,True,True,False,False,False,False,"tarta de queso(13), huevos rotos(7), cochinillo(5), postres(3)","Jorge(15), Javi(10), Javier(6)","comida, atención, camareros, excelente, trato"
81,Kuoco 360 food,93,4.6,4.269,80.6,5.4,14.0,13,16,61,14,5,8,5,67,86,29,29,12,4,1,72.0,92.5,31.2,31.2,12.9,4.3,1.1,55,71,23,23,7,3,1,7,10,4,5,4,1,0,4.34,4.36,4.17,4.07,3.58,3.75,5.0,True,True,True,True,True,False,False,"cócteles(9), postre(7), carta de vinos(6), pisco(5)",,"platos, comida, menú, sabores, servicio"
82,SteakBurger Castellana 89,96,4.9,4.385,88.5,1.0,10.4,10,14,67,18,1,1,9,74,65,20,12,8,6,6,77.1,67.7,20.8,12.5,8.3,6.2,6.2,70,61,19,12,7,6,6,3,3,0,0,1,0,0,4.65,4.63,4.4,4.83,4.25,4.5,5.0,True,True,True,True,False,False,False,"burger(3), melting cheese(3)","Fiorela(14), Elayne(12), Rocio(10), Rocío(8), Fiorella(7)","comida, servicio, excelente, atención, buena"
83,Pizzeria Fratelli,102,4.7,4.451,86.3,1.0,12.7,13,5,86,2,1,0,13,73,59,14,11,9,2,1,71.6,57.8,13.7,10.8,8.8,2.0,1.0,72,59,13,11,9,2,1,1,0,1,0,0,0,0,4.92,4.97,4.64,4.91,5.0,5.0,4.0,True,True,True,True,False,False,False,pizza(10),,"hugo, comida, pizzas, atención, siempre"
84,La berenjena,93,4.6,4.0,74.2,9.7,16.1,15,29,46,23,9,8,7,55,72,37,24,13,4,0,59.1,77.4,39.8,25.8,14.0,4.3,0.0,41,54,30,16,7,4,0,8,10,4,6,3,0,0,4.07,4.03,4.16,3.71,3.69,4.5,,True,True,True,True,True,False,False,"berenjena(9), ensalada caprese(9), rodaballo(6), postre(6)",,"comida, platos, ensalada, buena, local"
85,Angelita Madrid,96,4.6,4.177,78.1,6.2,15.6,15,27,63,12,6,5,10,60,77,29,28,10,1,2,62.5,80.2,30.2,29.2,10.4,1.0,2.1,52,64,23,19,7,1,1,6,8,3,6,2,0,1,4.45,4.36,4.28,3.86,4.0,4.0,3.0,True,True,True,True,True,False,False,"carta de vinos(10), postre(8), queso(6), pisto(6), copa(5)",David(6),"comida, restaurante, servicio, vinos, madrid"
86,Casa Lucas,90,4.5,4.278,82.2,5.6,12.2,11,24,56,18,5,7,4,56,62,32,17,16,3,1,62.2,68.9,35.6,18.9,17.8,3.3,1.1,50,55,26,11,13,3,1,5,3,2,4,2,0,0,4.48,4.48,4.31,3.71,4.25,4.67,4.0,True,True,True,True,True,False,False,"rabo de toro(8), bonito(5), morcilla(5), calamares(5), mas(4)",Lucas(14),"comida, lugar, vino, servicio, madrid"
87,Taberna la Concha,90,4.5,4.289,82.2,4.4,13.3,12,25,63,11,4,3,9,49,53,34,19,16,2,2,54.4,58.9,37.8,21.1,17.8,2.2,2.2,39,43,28,15,10,1,2,9,9,2,2,4,0,0,4.12,4.25,4.38,4.26,3.69,3.5,5.0,True,True,True,True,True,False,False,"tosta(6), campari(6), pan(5), vino(5), tapa(5)",,"tapas, vermut, lugar, madrid, comida"
88,Vinos de Bellota,90,4.6,4.433,86.7,3.3,10.0,9,13,65,13,3,4,5,61,68,25,33,3,4,2,67.8,75.6,27.8,36.7,3.3,4.4,2.2,55,60,18,28,2,2,2,3,6,5,3,1,0,0,4.62,4.49,3.92,4.33,4.0,4.0,4.0,True,True,True,True,False,False,False,"tarta de queso(14), rabo de toro(13), arroces(11), vino(10), postres(9)",,"comida, calidad, servicio, buena, precio"
89,Tapa Tapa Arenal,90,4.4,4.178,81.1,2.2,16.7,15,15,60,13,2,3,12,69,62,15,10,14,3,2,76.7,68.9,16.7,11.1,15.6,3.3,2.2,60,51,14,7,11,2,2,7,10,1,3,3,1,0,4.39,4.23,4.53,3.6,3.79,4.0,5.0,True,True,True,True,True,False,False,"bebidas(4), paella(4), tapa(4)","Natalia(8), Joseph(8), Gabriel(4), Leidy(4), Juan(4)","comida, atención, servicio, buena, excelente"
90,Almalibre Açaí House,90,4.9,4.733,93.3,1.1,5.6,5,12,79,5,1,3,2,53,66,33,6,8,9,4,58.9,73.3,36.7,6.7,8.9,10.0,4.4,50,61,30,5,7,9,4,2,4,3,1,1,0,0,4.79,4.73,4.64,4.17,4.38,4.78,5.0,True,True,True,False,False,False,False,tostada de aguacate(4),Michelle(5),"comida, lugar, atención, mejor, buena"
91,Vinitus Gran Vía Madrid,94,4.6,4.149,81.9,6.4,11.7,11,22,51,26,6,2,9,56,66,34,38,27,1,2,59.6,70.2,36.2,40.4,28.7,1.1,2.1,49,55,30,35,21,1,2,4,6,2,0,4,0,0,4.38,4.26,4.32,4.53,4.0,4.0,4.5,True,True,True,True,True,False,False,"postres(8), marisco(5)",,"tapas, comida, servicio, madrid, gran"
92,Gandarío,96,4.7,4.354,85.4,3.1,11.5,11,23,68,14,3,2,9,50,46,32,36,12,4,1,52.1,47.9,33.3,37.5,12.5,4.2,1.0,47,42,29,34,10,4,1,3,2,2,0,1,0,0,4.66,4.54,4.5,4.69,4.25,4.25,4.0,True,True,True,True,True,False,False,"croquetas(7), cervezas(6), tapas(5), tortilla(5), hamburguesas(5)",,"tablas, sitio, comida, madrid, buen"
93,Matilda,96,4.6,4.448,89.6,1.0,9.4,9,23,71,15,1,0,9,66,63,43,26,10,2,0,68.8,65.6,44.8,27.1,10.4,2.1,0.0,62,61,43,26,10,2,0,3,1,0,0,0,0,0,4.64,4.75,4.79,4.88,4.8,5.0,,True,True,True,True,True,False,False,"desayuno(9), comida casera(7), tostadas(6), menú del día(6), matilda(5)","Fernando(13), Alex(6)","comida, lugar, atención, excelente, madrid"
94,Arpit,96,4.7,4.396,87.5,2.1,10.4,10,14,70,14,2,0,10,70,74,18,14,4,3,6,72.9,77.1,18.8,14.6,4.2,3.1,6.2,68,69,16,13,3,3,6,1,3,1,1,1,0,0,4.79,4.62,4.39,4.57,4.0,5.0,4.67,True,True,True,True,False,False,False,"arroz(6), comida india(5), pan(4)",Arpit(4),"comida, atención, restaurante, excelente, volveremos"
95,Bacira,93,4.5,4.054,73.1,12.9,14.0,13,25,52,16,12,4,9,58,80,22,30,13,5,0,62.4,86.0,23.7,32.3,14.0,5.4,0.0,42,59,16,23,7,3,0,8,10,0,2,6,0,0,3.98,4.1,4.18,4.23,3.15,3.8,,True,True,True,True,True,False,False,"tiradito de dorada(13), tarta de queso(10), niguiris(7), albóndigas de rabo(6)",Bacira(17),"platos, comida, servicio, cocina, calidad"
96,Purnima Indian Restaurant,90,4.5,4.211,76.7,7.8,15.6,14,16,64,5,7,4,10,73,80,43,23,10,4,0,81.1,88.9,47.8,25.6,11.1,4.4,0.0,59,63,37,16,6,2,0,7,10,5,3,2,1,0,4.37,4.31,4.4,4.17,3.8,3.5,,True,True,True,True,True,False,False,"ensalada purnima(9), comida india(6), bonito(6), mango lassi(6), entrada(5)",,"comida, restaurante, decoración, platos, servicio"
97,Casa Jaguar Madrid,96,4.6,4.219,80.2,6.2,13.5,13,22,64,13,6,2,11,65,79,31,21,6,12,0,67.7,82.3,32.3,21.9,6.2,12.5,0.0,58,69,29,16,4,11,0,4,5,0,2,1,1,0,4.57,4.49,4.71,4.14,3.83,4.42,,True,True,True,True,False,True,False,"cócteles(15), lubina(8), plátano macho(8), tarta de lima(5), postre(5)",,"comida, excelente, buena, sitio, servicio"
98,WelkhomeClub,93,4.8,4.688,94.6,0.0,5.4,5,10,78,10,0,1,4,61,86,31,8,6,6,0,65.6,92.5,33.3,8.6,6.5,6.5,0.0,61,84,31,8,6,6,0,0,2,0,0,0,0,0,4.85,4.8,4.84,4.75,4.5,4.83,,True,True,True,False,False,False,False,bonito(6),Laura(15),"comida, servicio, sitio, atención, recomendable"
99,Trattoria Malatesta,99,4.4,3.747,66.7,6.1,27.3,27,25,56,10,6,6,21,68,65,20,27,17,2,2,68.7,65.7,20.2,27.3,17.2,2.0,2.0,47,49,14,21,5,0,2,16,13,5,4,10,2,0,3.87,4.06,3.85,4.19,2.53,1.5,5.0,True,True,True,True,True,False,False,"pizza(10), postre(6), salsa(6)",,"comida, pasta, pizza, buena, servicio"
100,Restaurante Alabaster,90,4.5,4.611,90.0,6.7,3.3,3,22,67,14,6,3,0,71,78,35,25,14,3,1,78.9,86.7,38.9,27.8,15.6,3.3,1.1,65,69,33,19,9,3,1,2,3,0,2,2,0,0,4.66,4.58,4.6,4.16,4.0,5.0,4.0,True,True,True,True,True,False,False,"vino(12), carta de vinos(10), pescado(8), steak tartar(6), postres(6)",Oscar(7),"servicio, comida, restaurante, calidad, platos"
101,The Market Madrid,100,4.7,4.28,86.0,1.0,13.0,13,20,67,19,1,1,12,63,85,37,37,4,1,0,63.0,85.0,37.0,37.0,4.0,1.0,0.0,62,81,36,35,4,0,0,0,3,1,2,0,1,0,4.75,4.64,4.57,4.59,5.0,2.0,,True,True,True,True,False,False,False,"postres(9), tarta de queso(5), mas(5)",Jaime(9),"platos, comida, carta, servicio, calidad"
102,Amicis,100,4.5,3.89,69.0,8.0,23.0,23,23,60,9,8,6,17,68,78,22,24,14,5,0,68.0,78.0,22.0,24.0,14.0,5.0,0.0,53,63,19,16,9,4,0,10,9,3,4,3,0,0,4.21,4.33,4.5,3.88,3.79,4.6,,True,True,True,True,True,False,False,carne(6),Miguel(5),"comida, servicio, buena, restaurante, lugar"
103,Casa Benigna,94,4.5,4.404,87.2,2.1,10.6,10,21,69,13,2,1,9,58,69,36,10,12,2,0,61.7,73.4,38.3,10.6,12.8,2.1,0.0,52,64,33,8,11,2,0,4,3,1,2,1,0,0,4.52,4.67,4.64,3.8,4.58,5.0,,True,True,True,True,True,False,False,"salmón ahumado(11), postre(8), berenjena(7), arroz a banda(6), arroz negro(6)",Lars(9),"arroces, comida, restaurante, arroz, servicio"
104,Tandoori Station,94,4.4,3.766,66.0,7.4,26.6,25,21,50,12,7,10,15,57,81,29,32,13,5,0,60.6,86.2,30.9,34.0,13.8,5.3,0.0,42,58,21,17,6,3,0,11,17,4,10,4,2,0,4.09,3.99,4.14,3.41,3.31,3.4,,True,True,True,True,True,False,False,"comida india(13), cordero(10), pan(8), curry(7), masala(6)",,"comida, restaurante, calidad, servicio, platos"
105,Oven Mozzarella Bernabeu,97,4.8,4.381,83.5,3.1,13.4,13,13,76,5,3,3,10,66,71,21,17,11,3,2,68.0,73.2,21.6,17.5,11.3,3.1,2.1,60,63,18,15,9,3,2,5,5,1,1,0,0,0,4.67,4.61,4.67,4.65,4.55,5.0,5.0,True,True,True,True,True,False,False,"pizza(6), bebida(5), tiramisú(3)","Patricia(20), Diana(15), Jhenny(6), Veronica(4), Karen(4)","comida, buena, servicio, atención, excelente"
106,Pizzart Villa Recoletos,100,4.8,4.38,84.0,3.0,13.0,13,11,78,6,3,2,11,74,62,26,17,11,6,2,74.0,62.0,26.0,17.0,11.0,6.0,2.0,70,58,23,13,8,6,2,1,2,1,2,1,0,0,4.81,4.76,4.62,4.29,4.27,4.83,5.0,True,True,True,True,True,False,False,"pizza(18), tarta de queso(5)","Noelia(29), Rolmary(5), Sonia(4)","comida, servicio, pizza, noelia, buena"
107,DokiDOki,103,4.5,3.583,59.2,17.5,23.3,24,35,44,17,18,3,21,54,74,39,39,16,2,2,52.4,71.8,37.9,37.9,15.5,1.9,1.9,36,49,29,18,7,2,1,7,10,2,8,3,0,0,3.83,3.89,4.13,3.36,3.38,5.0,4.0,True,True,True,True,True,False,False,"niguiris(8), salmón(8), postre(8), rolls(6)",,"comida, calidad, servicio, madrid, local"
108,Taberna del Chato,100,4.4,3.57,62.0,8.0,30.0,30,29,47,15,8,8,22,59,53,21,35,14,4,0,59.0,53.0,21.0,35.0,14.0,4.0,0.0,44,38,14,22,8,3,0,10,10,5,7,5,1,0,4.02,3.98,3.86,3.71,3.5,3.5,,True,True,True,True,True,False,False,"mas(6), vinos(6), pollo crujiente(6)",,"tapas, comida, precio, sitio, servicio"
109,Bresca Lavapies,96,4.5,3.656,68.8,2.1,29.2,28,24,45,21,2,8,20,50,68,30,21,13,9,2,52.1,70.8,31.2,21.9,13.5,9.4,2.1,39,54,23,14,9,6,1,10,12,6,6,4,2,1,4.06,4.01,3.93,3.62,3.69,3.89,3.0,True,True,True,True,True,False,False,"pizza(11), postres(7), pizzas(6), entrantes(5), comida italiana(5)",,"comida, buena, pasta, servicio, precio"
110,Miyama,103,4.5,4.243,80.6,3.9,15.5,16,8,75,8,4,2,14,52,72,17,19,8,1,2,50.5,69.9,16.5,18.4,7.8,1.0,1.9,50,67,14,17,7,0,1,1,1,1,0,0,0,1,4.85,4.78,4.47,4.63,4.62,3.0,3.5,True,True,True,True,False,False,False,"sushi(7), comida japonesa(5), arroz(4)",,"calidad, comida, servicio, siempre, platos"
111,Txirimiri Ferraz,91,4.5,4.593,89.0,6.6,4.4,4,15,71,10,6,1,3,67,73,18,15,7,0,2,73.6,80.2,19.8,16.5,7.7,0.0,2.2,60,67,16,14,7,0,2,2,1,1,0,0,0,0,4.63,4.68,4.56,4.67,4.71,,5.0,True,True,True,True,False,False,False,"croquetas(7), rabo de toro(6), vino(5), solomillo(5), bacalao(4)",Fátima(5),"comida, servicio, excelente, atención, recomendable"
112,Miyama Flor Baja,93,4.5,4.28,82.8,5.4,11.8,11,16,60,17,5,4,7,54,79,22,28,5,4,3,58.1,84.9,23.7,30.1,5.4,4.3,3.2,49,67,20,20,3,3,3,2,8,1,6,1,0,0,4.57,4.33,4.36,3.82,3.8,4.0,4.67,True,True,True,True,False,False,False,"postre(8), sashimi(7), cocina japonesa(7), vino(6), comida japonesa(5)",,"comida, calidad, servicio, excelente, madrid"
113,Casa Carola,94,4.5,4.415,87.2,2.1,10.6,10,15,67,15,2,4,6,64,56,16,25,11,2,0,68.1,59.6,17.0,26.6,11.7,2.1,0.0,62,51,16,23,9,2,0,0,3,0,1,1,0,0,4.83,4.59,4.69,4.6,4.27,5.0,,True,True,True,True,True,False,False,"cocido madrileño(24), copa de cava(9), carnes(8), postre(7), croquetas(5)","Juanjo(18), Carola(11)","cocido, comida, servicio, excelente, madrid"
114,Davanti Food & Market,97,4.7,4.247,81.4,4.1,14.4,14,20,68,11,4,2,12,59,68,36,24,8,3,1,60.8,70.1,37.1,24.7,8.2,3.1,1.0,53,63,32,20,3,3,1,3,2,2,3,5,0,0,4.58,4.66,4.56,4.17,2.5,5.0,5.0,True,True,True,True,False,False,False,"gorgonzola(10), comida italiana(9), vino(6), rueda de queso(6), tagliatelle(5)",,"comida, pasta, restaurante, servicio, atención"
115,Taberna el Arco,100,4.4,4.3,82.0,4.0,14.0,14,16,73,9,4,3,11,65,68,17,15,6,6,2,65.0,68.0,17.0,15.0,6.0,6.0,2.0,59,62,15,13,5,4,2,3,3,0,1,1,0,0,4.68,4.66,4.65,4.6,4.5,4.33,5.0,True,True,True,True,False,False,False,"paella(13), comida filipina(12), postres(4)","Abel(7), Elena(6)","comida, paella, buena, excelente, servicio"
116,Restaurante PAIPÁI,94,4.5,3.989,75.5,4.3,20.2,19,18,55,16,4,5,14,55,81,29,20,15,1,3,58.5,86.2,30.9,21.3,16.0,1.1,3.2,44,67,24,16,12,1,3,7,11,2,4,1,0,0,4.2,4.22,4.28,4.2,4.33,5.0,4.33,True,True,True,True,True,False,False,"ceviche(7), salmón(7), vino(6), tarta de queso(6), postre(5)",Fernando(14),"comida, platos, restaurante, servicio, calidad"
117,El Rincon del Cabo,103,4.7,4.078,77.7,3.9,18.4,19,22,63,17,4,6,13,60,66,44,23,7,5,1,58.3,64.1,42.7,22.3,6.8,4.9,1.0,55,56,40,18,5,5,1,4,6,2,3,2,0,0,4.53,4.42,4.5,4.26,4.0,4.6,4.0,True,True,True,True,False,False,False,"carne(9), vinos(9), hamburguesa(7), copas(6), carpaccio de calabacín(5)",,"comida, sitio, croquetas, ambiente, recomendable"
118,Curry Masala,103,4.5,4.01,74.8,3.9,21.4,22,16,67,10,4,4,18,62,80,24,16,12,4,6,60.2,77.7,23.3,15.5,11.7,3.9,5.8,60,70,21,15,11,3,5,1,7,1,1,0,1,0,4.79,4.5,4.58,4.75,4.67,4.25,4.67,True,True,True,True,True,False,False,"naan(7), arroz(6), tikka masala(5), postre(5), comida india(4)",,"comida, servicio, excelente, buena, restaurante"
119,Tampu,96,4.5,4.323,82.3,6.2,11.5,11,22,65,14,6,5,6,68,79,36,23,9,2,0,70.8,82.3,37.5,24.0,9.4,2.1,0.0,59,69,29,18,6,1,0,4,4,4,2,2,1,0,4.51,4.54,4.33,4.26,4.0,3.5,,True,True,True,True,False,False,False,"postre(7), lomo saltado(7), pisco sour(7), comida peruana(7), ají de gallina(6)",,"comida, servicio, platos, atención, excelente"
120,Mesón Molinero,100,4.7,4.23,80.0,4.0,16.0,16,19,73,7,4,2,14,72,73,13,14,6,2,0,72.0,73.0,13.0,14.0,6.0,2.0,0.0,67,64,12,8,6,1,0,4,5,0,4,0,0,0,4.69,4.56,4.69,3.57,4.83,4.0,,True,True,True,True,False,False,False,"postre(16), pulpo(14), carne roja(13), pescado(6)","Alberto(26), Javi(7)","comida, calidad, trato, carne, cordero"
121,La Carbonera Madrid,94,4.7,4.564,91.5,1.1,7.4,7,13,72,14,1,3,4,52,50,35,13,2,5,0,55.3,53.2,37.2,13.8,2.1,5.3,0.0,49,47,32,9,0,3,0,2,2,2,3,2,1,0,4.67,4.66,4.57,3.92,2.0,4.0,,True,True,True,True,False,False,False,"quesos y vinos(19), tabla de quesos(13), quesos artesanos(5)",Marcelo(10),"quesos, vinos, experiencia, quesos vinos, cata"
122,Sazón-arte,106,4.8,3.991,77.4,2.8,19.8,21,26,62,20,3,3,18,60,77,33,24,7,1,1,56.6,72.6,31.1,22.6,6.6,0.9,0.9,57,72,31,22,7,1,1,3,2,0,1,0,0,0,4.58,4.61,4.61,4.46,4.71,5.0,4.0,True,True,True,True,False,False,False,"pulpo(9), tartar de dorada(7), chocolate(6), berenjena(6), carrilleras(6)",Dácil(7),"comida, platos, sitio, calidad, siempre"
123,Kaiten Sushi Madrid,108,4.6,3.981,75.9,4.6,19.4,21,12,65,17,5,1,20,45,72,15,9,11,1,8,41.7,66.7,13.9,8.3,10.2,0.9,7.4,41,64,15,7,10,1,8,0,3,0,1,0,0,0,4.6,4.51,4.6,4.22,4.55,4.0,4.62,True,True,True,False,True,False,False,"platillo(4), ramen(4)",,"comida, buena, experiencia, platos, variedad"
124,Oliveto,100,4.7,4.09,78.0,6.0,16.0,16,21,60,18,6,3,13,63,77,44,35,5,4,1,63.0,77.0,44.0,35.0,5.0,4.0,1.0,57,70,40,32,4,4,1,3,2,1,2,1,0,0,4.51,4.55,4.52,4.54,4.4,5.0,4.0,True,True,True,True,False,False,False,"postre(22), tiramisú(9), vino(6), comida italiana(6)",,"comida, restaurante, buena, precio, acogedor"
125,Dans Le Noir ?,91,4.6,4.44,85.7,2.2,12.1,11,22,67,11,2,8,3,69,66,15,14,9,4,0,75.8,72.5,16.5,15.4,9.9,4.4,0.0,63,54,13,7,7,3,0,6,10,2,6,2,1,0,4.62,4.32,4.4,3.29,4.22,3.75,,True,True,True,True,False,False,False,ensalada(6),,"experiencia, comida, sam, menú, gracias"
