id_restaurante,nombre,direccion,n_resenas,valoracion_google,avg_estrellas_modelo,pct_positivo,pct_neutro,pct_negativo,n_resenas_negativas,n_baja_confianza,estrellas_5,estrellas_4,estrellas_3,estrellas_2,estrellas_1,servicio_menciones,comida_menciones,ambiente_menciones,precio_menciones,velocidad_menciones,ruido_menciones,limpieza_menciones,ninos_menciones,mascotas_menciones,terraza_menciones,vistas_menciones,musica_directo_menciones,romantico_menciones,servicio_pct,comida_pct,ambiente_pct,precio_pct,velocidad_pct,ruido_pct,limpieza_pct,ninos_pct,mascotas_pct,terraza_pct,vistas_pct,musica_directo_pct,romantico_pct,servicio_pos,comida_pos,ambiente_pos,precio_pos,velocidad_pos,ruido_pos,limpieza_pos,ninos_pos,mascotas_pos,terraza_pos,vistas_pos,musica_directo_pos,romantico_pos,servicio_neg,comida_neg,ambiente_neg,precio_neg,velocidad_neg,ruido_neg,limpieza_neg,ninos_neg,mascotas_neg,terraza_neg,vistas_neg,musica_directo_neg,romantico_neg,servicio_avg_stars,comida_avg_stars,ambiente_avg_stars,precio_avg_stars,velocidad_avg_stars,ruido_avg_stars,limpieza_avg_stars,ninos_avg_stars,mascotas_avg_stars,terraza_avg_stars,vistas_avg_stars,musica_directo_avg_stars,romantico_avg_stars,servicio_rep,comida_rep,ambiente_rep,precio_rep,velocidad_rep,ruido_rep,limpieza_rep,ninos_rep,mascotas_rep,terraza_rep,vistas_rep,musica_directo_rep,romantico_rep,criterio_ninos,criterio_mascotas,criterio_terraza,criterio_vistas,criterio_musica_directo,criterio_romantico,criterio_buen_postre,criterio_precio_calidad,criterio_grupos_grandes,criterio_vegano_vegetariano,criterio_sin_gluten,criterio_ninos_frases,criterio_mascotas_frases,criterio_terraza_frases,criterio_vistas_frases,criterio_musica_directo_frases,criterio_romantico_frases,criterio_buen_postre_frases,criterio_precio_calidad_frases,criterio_grupos_grandes_frases,criterio_vegano_vegetariano_frases,criterio_sin_gluten_frases,servicio_frases,top5_platos,todos_platos,personal_destacado,terminos_tfidf,cocina_detectada
1,Los Montes de Galicia,"Calle Azcona, 46",90,4.8,4.844,97.8,1.1,1.1,1,16,79,9,1,1,0,82,81,20,4,5,1,0,4,27,3,1,1,23,91.1,90.0,22.2,4.4,5.6,1.1,0.0,4.4,30.0,3.3,1.1,1.1,25.6,80,79,20,3,5,1,0,4,27,2,1,1,23,1,1,0,0,0,0,0,0,0,1,0,0,0,4.83,4.83,4.9,4.0,4.8,5.0,,5.0,5.0,4.0,5.0,5.0,4.83,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,,equipo no te pierdas esta oportunidad bon appetite estrellas | comida riquísima todo espectacular para repetir la atención de manuel inmejorable muy,,,,,riquísima recomiendo lomo bajo costillas y de postre la torrijas más buena de españa nos atendió | bacalao la empandas los chipirones hasta el postre con esa falla y taeta de queso gracias,,vaca único nos han permitido celebrar un cumpleaños de sobresaliente gracias a la amabilidad,,,recomendaciones de manuel todo un acierto además de un trato impecable las croquetas de cecina estaban estupendas | quiero destacar el servicio excepcional de manuel y alex desde que llegamos estuvieron | con mucho acierto y mantuvieron siempre una actitud amable y profesional gracias a ellos la experiencia fue aún,"pulpo(9), bacalao(8), buñuelos(8), lomo bajo(5), lubina(4)","pulpo(9), bacalao(8), buñuelos(8), lomo bajo(5), lubina(4), croqueta(4), lasaña(4), merluza(4), tarta(4), atendido manuel(3), cecina(3), hace años(2), vino tinto(2), hizo sentir(2), atún rojo(2)",,"comida, manuel, servicio, atención, trato",gallega
2,Kathmandu Tandoori House,"Calle Acuario, 11",90,4.9,4.756,94.4,1.1,4.4,4,15,81,4,1,0,4,55,76,6,15,15,0,2,6,22,1,0,0,0,61.1,84.4,6.7,16.7,16.7,0.0,2.2,6.7,24.4,1.1,0.0,0.0,0.0,54,74,5,14,14,0,2,6,21,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,4.91,4.88,4.67,4.67,4.87,,5.0,5.0,4.77,5.0,,,,True,True,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,,es muy rápido y la camarera es amable repetiremos agian cuando estemos en barajas | mango muy delicioso me gusta mery mucho repetiré,,,,,,sabor servicio encantador excelente relación calidad precio sin duda volvería a este restaurante de | gran sabor servicio encantador excelente relación calidad precio sin duda volvería a este restaurante,,volveremos nos encantó probamos toda la comida en vegetarianos y sale muy bien el personal es amable y | carta variada y muchas opciones riquísimas vegetarianas recomendable,,comida india en madrid y todo riquisimo y autentico las camareras son encantadores restaurante muy limpio | tercera vez que vuelvo para comer lo mismo además las camareras son muy amables | vuelvo para comer lo mismo además las camareras son muy amables,"tikka masala(11), pollo tikka(9), biryani(7), naan queso(7), cordero(6)","tikka masala(11), pollo tikka(9), biryani(7), naan queso(7), cordero(6), masala naan(4), queso batido(4), samosa(4), curry(3), queso pollo(3), queso arroz(3), korma(2), butter chicken(2), queso riquisimo(2), masala queso(2)",,"comida, pollo, buena, barajas, servicio",india
3,Grama Lounge,"Calle de la Cruz, 19",90,4.8,4.667,93.3,0.0,6.7,6,16,75,9,0,3,3,69,52,23,6,10,5,2,5,24,5,0,0,10,76.7,57.8,25.6,6.7,11.1,5.6,2.2,5.6,26.7,5.6,0.0,0.0,11.1,64,49,22,6,8,5,2,5,24,5,0,0,8,5,3,1,0,2,0,0,0,0,0,0,0,2,4.62,4.69,4.74,4.83,4.4,5.0,4.5,5.0,4.83,4.8,,,4.2,True,True,True,False,True,False,False,False,True,False,False,False,True,True,True,True,False,False,False,True,True,True,False,True,compartir si quieres pruebo cesta criolla a los niños les encanta tryyy,gianfranco y cochi súper atentos y encantadores repetiré seguro | agradables junior gianfranco y victoria repetiremos seguro muy ricas las peceras y los,acostumbrado ambiente muy agradable en la terraza interior servicio correcto no sé si repetiría | inglés linda habitación trasera ambiente al aire libre y cálido tapas y comidas a precios razonables,,,,estuvo excelente las arepas la bebida y el postre de vamos a volver pronto,se sentían realmente frescos la relación calidad precio me pareció justa y la atención de ángel | naturales que se sentían realmente frescos la relación calidad precio me pareció justa y la atención de,nuestra hija organizó su fiesta de cumpleaños de calles en el salón grama el personal,,las arepas sin gluten estaban deliciosas personal amable que hablaba,reserva y ordene las recomendaciones personal súper amable comida encantadora e increíbles cócteles caseros una | comida es buenísima al igual que los cócteles además la atención es súper buena en especial la de gianfranco y cochi | súper buena en especial la de gianfranco y cochi súper atentos y encantadores repetiré seguro,"arepas(12), junior gianfranco(6), tequeños(5), mil veces(3), fajitas(2)","arepas(12), junior gianfranco(6), tequeños(5), mil veces(3), fajitas(2), cachapas(2), grama lounge(2), cesta criolla(2), puede haber(2), guacamole(1), margarita(1), sangria(1), cochinillo(1)",,"comida, atención, excelente, junior, gianfranco",venezolana
4,Sakale,"Calle del molino de viento, 4",90,4.8,4.789,95.6,0.0,4.4,4,8,81,5,0,2,2,63,68,17,6,9,10,0,3,24,0,1,0,10,70.0,75.6,18.9,6.7,10.0,11.1,0.0,3.3,26.7,0.0,1.1,0.0,11.1,61,65,17,3,8,10,0,3,23,0,1,0,8,2,3,0,3,1,0,0,0,1,0,0,0,2,4.86,4.78,4.94,3.33,4.56,5.0,,4.67,4.79,,5.0,,4.2,True,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,,de los chicos alejandro osiris y emily repetiremos | cócteles de orisis y emily volvería a repetirlo sin duda el barco de sushi fue increíble,,,,,,cantidad adecuada el menú para dos de muy bien calidad precio,vine a celebrar mi cumpleaños con amigas y todo maravilloso la comida | hemos ido a celebrar el cumpleaños de mi amigas y ha sido un sitio cómodo con,estaba deliciosa nos pedimos sushi y soy vegetariana y no hubo ningún problema me prepararon,,muy buena experiencia los chicos amables y atentos la comida muy rica es mi lugar favorito sin duda | muy buena experiencia los chicos amables y atentos la comida muy rica es mi lugar favorito | a los cócteles son un el barrender se la rifó y la atención de alejandro y osiris increíble súper amables que,"sushi(28), migas(4), fajitas(2), margarita(2), alejandro osiris(2)","sushi(28), migas(4), fajitas(2), margarita(2), alejandro osiris(2), arroz frito(2), volveré pronto(2), nachos(1), atún(1), salmón(1), mojito(1), sangría(1)",,"comida, sushi, alejandro, atención, buena",japonesa
5,Zenith Caffè - Valverde,"Calle Valverde, 28",93,4.8,4.505,89.2,1.1,9.7,9,14,71,12,1,4,5,70,76,13,10,21,4,4,3,19,3,1,0,8,75.3,81.7,14.0,10.8,22.6,4.3,4.3,3.2,20.4,3.2,1.1,0.0,8.6,69,73,13,8,16,2,4,3,17,2,1,0,7,0,2,0,2,4,2,0,0,2,0,0,0,1,4.8,4.75,4.77,4.2,4.24,3.25,4.75,4.33,4.58,4.0,5.0,,4.25,True,True,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,True,True,,súper agradables si volvemos a madrid repetiremos seguro | desayunar estaba riquísimo definitivamente repetiremos,honestidad no parece ser muy especial en el exterior sin embargo el interior es genial la comida,,,,,excelente lugar para el desayuno buena relación calidad precio gran servicio gran vibra excelente elección | excelente lugar para el desayuno buena relación calidad precio gran servicio gran vibra excelente,sitio de brunch de madrid sin duda fui en mi cumpleaños con mi novia y nos atendieron como reyes | a ti y a tus compañeros que hicieron mi cumpleaños mucho más especial los llevare siempre en,espectacular y buena comida los pancakes veganos y el zumo detox lo mejor me atendió lorenzo | encontré brunch con opcion vegetariana y sin gluten todo super rico la atencion,encontré brunch con opcion vegetariana y sin gluten todo super rico la atencion de jesus excelente | maravilloso muy buena comida con opciones gluten free deliciosas bebidas con opciones sin alcohol,los meseros y comida rapida y rica jesus fue super amable y dulce | mucho tiempo ni por la mesa ni por la comida y el servicio fue muy amable | por la mesa ni por la comida y el servicio fue muy amable,"tostada francesa(3), ramen(3), huevos benedict(2), último día(2), haber venido(2)","tostada francesa(3), ramen(3), huevos benedict(2), último día(2), haber venido(2), huevos revueltos(2), impresionantes bagels(2), atenciones esperamos(2), esperamos regresar(2), regresar pronto(2), zenith valverde(2), tortitas especiales(2), huevo benedict(2), rápido limpio(2), porción bastante(2)",,"comida, lugar, servicio, atención, buena",
6,Tabernas El Sur,"Calle Torrecillas del Leal, 12",93,4.7,4.688,94.6,2.2,3.2,3,16,75,13,2,0,3,65,67,28,9,8,8,0,1,4,1,0,0,9,69.9,72.0,30.1,9.7,8.6,8.6,0.0,1.1,4.3,1.1,0.0,0.0,9.7,64,66,28,9,8,8,0,1,4,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83,4.81,4.71,4.56,4.88,5.0,,5.0,5.0,5.0,,,4.89,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,False,False,,y con un sentido del humor fantástico repetiré,,,,ayudó recomendó y nos trajo una torta con velas para festejar un cumpleaños con música y,ternera el personal muy atento y amable el cheesecake muy rico también | he tomado tortilla croquetas de jamón tarta de queso café y vino un riquísimo bienvenido,el local es acogedor muy buena relación calidad precio sitio al que hay que ir si estás en el centro | fue buena y el local es acogedor muy buena relación calidad precio sitio al que hay que ir si estás,trajo una torta con velas para festejar un cumpleaños con música y todo la comida riquísima y,,,tapas raciones y bebidas hay muy buen ambiente el servicio es muy atento y simpático será por eso que siempre | y bebidas hay muy buen ambiente el servicio es muy atento y simpático será por eso que siempre hay mucha gente | deliciosos en especial el lomo de ternera el personal muy atento y amable el cheesecake muy rico también,"paella(10), croqueta(9), lomo bajo(4), pulpo(3), risotto(3)","jamón(4), secreto(3), paella(10), croqueta(9), lomo bajo(4), pulpo(3), risotto(3), huevos rotos(3), sangría(3), solomillo(3), cheesecake(2), mojito(2), gambas(2), mesero franco(2), boletus viva(2), viva perú(2), encanto rústico(2)",,"comida, excelente, servicio, jhoan, ambiente",
7,Taberna El Sur De Huertas,"Calle de las huertas, 24",93,4.8,4.591,91.4,1.1,7.5,7,16,76,9,1,1,6,67,71,23,15,11,5,1,4,21,0,0,0,2,72.0,76.3,24.7,16.1,11.8,5.4,1.1,4.3,22.6,0.0,0.0,0.0,2.2,65,67,23,15,10,5,1,4,21,0,0,0,2,2,3,0,0,1,0,0,0,0,0,0,0,0,4.79,4.7,4.87,4.8,4.36,4.8,5.0,4.5,5.0,,,,5.0,True,True,True,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,,bacalao con patatas yeso de cabra gracias peter | excelente la atención del señor peter lo recomiendo por ciento los platos exquisitos,,,,,encarecidamente el guiso cubano también la tarta de queso casera muy popular asegúrese de | excelente atención las tartas muy ricas la comida excelente repetiremos,comida rica además de muy buena relación calidad precio nos invitaron al final a un chupito a pesar | inmejorable y la comida rica además de muy buena relación calidad precio nos invitaron al final a un chupito,,,fuimos con mi hija celiaca comimos delicioso fueron muy cuidadosos,excelente elección la comida genial y la atención puntos precios super razonables el bacalao con patatas | comida super rica excelente atención y muy lindo lugar recomendado el arroz con mariscos | comida excelente el servicio muy bueno buen ambiente el tiempo de espera no es,"paella(12), pulpo(6), risotto(5), tarta(5), bacalao(3)","paella(12), pulpo(6), risotto(5), tarta(5), bacalao(3), gambas(3), calamares(2), croquetas(2), lomo(2), chico osman(2), huevos rotos(2), empanadas argentinas(2), ropa vieja(2), patatas bravas(2), arroz(1)",,"comida, buena, excelente, atención, camareros",
8,Taberna Más Al Sur,"Calle Santa Isabel, 35",93,4.7,4.656,92.5,1.1,6.5,6,10,80,6,1,0,6,70,76,24,15,8,3,1,6,19,4,0,0,17,75.3,81.7,25.8,16.1,8.6,3.2,1.1,6.5,20.4,4.3,0.0,0.0,18.3,68,72,23,15,7,3,1,6,18,3,0,0,17,2,3,1,0,1,0,0,0,1,1,0,0,0,4.83,4.74,4.75,4.87,4.25,5.0,5.0,4.83,4.79,3.5,,,4.94,True,True,True,True,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,increíble teníamos la paella de mariscos calamar bebé a la parrilla pastel de chocolate y vinos | y patatas fritas y ensalada de calamares bebé puedo recomendar los dos,sido una experiencia maravillosa vamos a repetir lo más pronto posible celis y carlos han | superaba al anterior camareros muy amables repetiremos a lo largo de nuestro viaje sin duda,,,,,tuvieron el detalle de ponerme una vela en la tarta en mi noche especial gracias | tuvimos una paella increíble y empanadas los postres también eran fantásticos recomiendo,servicio rápido eficiente y amable menú a un precio razonable comida de alta calidad puede hacer enfoque | muy rica la comida y excelente la atención calidad precio muy bien si te pasas por madrid vístalos,recomendaron la taberna y la elegí para celebrar mi cumpleaños con gente muy especial me ha encantado la,muy buena comida pedí la hamburguesa vegetariana que estaba muy deliciosa muy amable camarero | comida exquisita incluso con opción para veganos lo cual se agradece cuando alguno delgrupo,,me gustó la música y la gente que te atienden muy amables andrés | experiencia genial la comida la ubicación el servicio todo está muy buena la tienda está limpia el chico | está muy buena la tienda está limpia el chico es muy amable recomendable,"paella(15), croquetas(6), sangria(6), risotto(6), jamón(3)","paella(15), croquetas(6), sangria(6), risotto(6), jamón(3), ropa vieja(3), bonito(3), tarta(2), empanadas(2), chipirones(2), puedo recomendar(2), andrés celis(2), huevos rotos(2), bacalao(1), pimientos(1)",,"comida, excelente, amable, servicio, buena",
9,Inclán Brutal Bar,"Calle de Álvarez Gato, 4",90,4.7,4.622,90.0,3.3,6.7,6,18,73,8,3,4,2,67,57,29,9,3,2,0,2,31,1,1,0,12,74.4,63.3,32.2,10.0,3.3,2.2,0.0,2.2,34.4,1.1,1.1,0.0,13.3,62,50,25,5,2,2,0,2,28,1,0,0,11,4,4,2,4,1,0,0,0,3,0,0,0,1,4.69,4.54,4.48,3.56,3.67,4.5,,5.0,4.58,5.0,3.0,,4.58,True,True,True,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,True,True,True,False,False,desembre sena maiores una niña puedo quiero celebrar el año nuevo allí | elegante animado y muy divertido perfecto para beber con amigos los cócteles son creativos sabrosos,de esos lugares de los que repetirías mil veces sin duda uno de mis restaurantes | bebidas también a parte de originales repetiremos seguro,,,,,bao de costilla el risotto de boletus y la tarta de queso increíble de las mejores que he | salimos pero bien satisfechas solo un pero el postre los huesitos riquisimos pero la tarta de,queda corto la comida es muy buena en cuanto calidad precio y el servicio fue extraordinario nos atendió,sido muy amable y nos ayudó a celebrar el cumpleaños de mi hijo de una manera diferente y muy,,,simplemente brutal los cócteles están todos buenísimos y el servicio fue perfecto muchas gracias a laura que fue encantadora | buenos la comida de el lugar fabuloso y la atención y servicio extraordinaria jhonas nos atendió y nos ayudó con | drinks muy buenos la comida de el lugar fabuloso y la atención y servicio extraordinaria jhonas nos atendió y nos,"zamburiñas(5), croquetas(5), risotto(4), bonito(3), arroz(2)","zamburiñas(5), croquetas(5), risotto(4), bonito(3), arroz(2), paella(2), pena visitarlo(2), pasta(1), sangria(1), negroni(1), lasaña(1), jamón(1), pulpo(1)",,"comida, servicio, experiencia, lugar, excelente",
10,SteakBurger Gran Vía 16,"Calle Gran Vía, 16",96,4.7,3.479,60.4,4.2,35.4,34,16,47,11,4,9,25,66,60,18,15,22,2,4,5,22,5,0,0,9,68.8,62.5,18.8,15.6,22.9,2.1,4.2,5.2,22.9,5.2,0.0,0.0,9.4,47,42,15,12,12,2,2,3,13,2,0,0,5,18,14,2,3,9,0,2,2,9,3,0,0,3,3.85,3.9,4.33,4.2,3.27,4.0,2.75,3.4,3.5,2.8,,,3.67,True,True,True,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,por cierto también es verdad que había un chaval supongo que sería el encargado estaba muy | extrañamente estaban llenas de huesos muy pequeños y finos en la carne algunos de nuestros,que amablemente el camarero se ofreció a repetir la carne aunque le dije que no hacía falta | nada ninguna atención especial podría repetir otra vez por la comida pero por el equipo,,,,,excelente atención comida exquisita postres magníficos oo recomendaría una experiencia | perfectamente cocinada y era muy bueno de postre partimos una rodaja de tarta de queso y,el sitio genial la comida muy buena calidad precio recomendado nuestros camareros denis y melvin | cenar en familia muy buena calidad de comida precio razonable excelente atención calido el personal y,,,hora punta nos sirvieron la hamburguesa sin gluten que nos habían hecho cambiar previamente,la verdad es que los camareros muy atentos y amables me pedí el lomo bajo al punto | la verdad es que los camareros muy atentos y amables me pedí el lomo bajo al punto y me lo sirvieron | la verdad es que los camareros muy atentos y amables me pedí el lomo bajo al punto y me lo sirvieron muy,"nachos(6), patatas fritas(4), filete(3), guacamole(2), quiero pensar(2)","nachos(6), patatas fritas(4), filete(3), guacamole(2), quiero pensar(2), papas fritas(2), lomo(1), tarta(1), quesadilla(1), costillar(1), tortilla(1), croquetas(1)",,"comida, servicio, buena, excelente, hamburguesas",americana
11,Pastamore Alcalá,"Calle de Alcalá, 191",90,4.9,4.933,100.0,0.0,0.0,0,7,84,6,0,0,0,74,71,18,35,8,3,1,6,22,2,0,0,14,82.2,78.9,20.0,38.9,8.9,3.3,1.1,6.7,24.4,2.2,0.0,0.0,15.6,74,71,18,35,8,3,1,6,22,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4.96,4.94,4.89,4.94,4.88,4.67,5.0,4.83,4.86,5.0,,,4.93,True,True,True,True,False,False,False,False,True,False,False,False,True,True,True,False,False,False,True,True,True,True,False,False,bien de precio aunque los primeros un poco pequeños el segundo plato más generoso,atención muy buenos platos y precio muy competitivo me sentí como en casa gracias a diana | sirven rápido y siempre ha sido un exito repetiré ojala mantengan el nivel muchos años,,,,un italiano de verdad en madrid ambiente íntimo pasta artesanal deliciosa las pizzas buenísimas | encantadora un buen servicio y el lugar acogedor romántico bastante íntimo con muy buena musica la,berenjena y que mozzarella gratinada y el tiramisú al principio batallamos con el servicio | especialmente babi la pizza de pulpo muy buena el postre espectacular los helados y el tiramisú muy,trato de diana la comida muy rica y buena calidad precio muchas gracias | excelente sitio acogedor y comida fantástica calidad precio increíble me atendió patricia que es la,hermoso evento de celebración de un cumpleaños familiar fantástica comida | hermoso evento de celebración de un cumpleaños familiar fantástica comida y atención encantadora,,,mojitos junto a los amigos el plan perfecto muy buena atención sobre todo la chica patricia | carbonara bendiciónes señorita patricia muy bu3na atención | muy rica la comida y la atención de las camareras especialmente de diana un lugar muy recomendable,"diana carolina(17), tiramisú(11), pasta(6), señorita patricia(6), pizza carbonara(4)","diana carolina(17), tiramisú(11), pasta(6), señorita patricia(6), pizza carbonara(4), risotto(2), chica llamada(2), llamada patricia(2), pizza new(2), new york(2), lasaña(1), pulpo(1), mojito(1), margarita(1)",,"comida, diana, atención, excelente, servicio",italiana
12,El Sur de Moratín,"Calle Moratín, 19",93,4.8,4.667,92.5,3.2,4.3,4,13,77,9,3,0,4,68,61,29,16,5,4,0,4,19,2,0,0,9,73.1,65.6,31.2,17.2,5.4,4.3,0.0,4.3,20.4,2.2,0.0,0.0,9.7,66,58,29,16,4,4,0,4,19,2,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,4.81,4.77,4.86,4.94,4.4,4.75,,5.0,4.95,5.0,,,4.67,True,True,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,fuimos con amigos y fuimos en familia con bebe de años que se va a los brazos de diana | especialmente siempre me pregunta qué quiero comer o beber es muy responsable extremadamente amable,destacaría las croquetas por encima de todo repetiremos seguro | precio pequeño pero acogedor el vino me apetece cálida atmósfera céntrico y atención,,,,,sour es de los mejores que he probado y de postre recomiendo la torta de tres leches very | y una gran atención de sus empleados la tarta de queso es deliciosa y los chipirones la,en porciones generosas muy buena relación calidad precio en general y gracias a roger que nos cuidó | servida en porciones generosas muy buena relación calidad precio en general y gracias a roger que,,,,cumple con lo descrito en el menú además de que el servicio de alberto fue atento y rápido recomiendo completamente | en el menú además de que el servicio de alberto fue atento y rápido recomiendo completamente este lugar si buscar | muy buena atención al cliente el staff muy atentos amables y acogedores,"paella(16), risotto(6), pulpo(4), croquetas(4), tarta(4)","paella(16), risotto(6), pulpo(4), croquetas(4), tarta(4), tortilla(2), jamón(2), huevos rotos(2), hummus(1), chipirones(1), lomo(1), bacalao(1), berenjenas(1), salmón(1), sangria(1)",,"comida, alberto, excelente, atención, buena",
13,SteakBurger Arenal I Hamburguesas Madrid,"Calle del arenal, 26",90,4.8,4.511,91.1,2.2,6.7,6,22,65,17,2,1,5,65,60,24,14,12,5,4,7,19,1,0,0,10,72.2,66.7,26.7,15.6,13.3,5.6,4.4,7.8,21.1,1.1,0.0,0.0,11.1,61,56,24,11,9,5,4,6,17,1,0,0,9,4,3,0,1,2,0,0,0,2,0,0,0,1,4.58,4.55,4.75,4.21,4.0,4.8,5.0,4.43,4.37,4.0,,,4.1,True,True,True,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,True,False,True,,una cena para repetir nuevamente con mi familia la atención | combinación nicole nos atendió muy bien para repetir sin duda,,,,,buen y la comida estaba exquisita y los postres de lujo repetiré mis abres de irnos,deliciosas de precio bastante bien en cuanto a calidad precio | las patatas fritas eran geniales también precio razonable no teníamos el seco envejecido sin duda,visitado para mi pareja cena de cumpleaños mientras estaba de vacaciones una cálida | reservamos este restaurante para mi cumpleaños mientras estábamos en madrid idealmente,,buenas hamburguesas buena comida en general y sin gluten la hamburguesa q quieras que eso para mí,calidad de la carne y lo bueno de las hamburguesas el servicio muy bueno rolando muy servicial y amable | hamburguesas el servicio muy bueno rolando muy servicial y amable | duda de las mejores veladas que he tenido comida de y atención de nicol muy educada y paciente,"nachos(4), jeff bea(3), patatas fritas(3), papas fritas(3), sangría(3)","nachos(4), jeff bea(3), patatas fritas(3), papas fritas(3), sangría(3), bonito(3), solomillo(2), frutos secos(2), aire acondicionado(2), filete(1), guacamole(1)",,"comida, nicole, servicio, atención, hamburguesa",americana
14,Ástor,"Calle del almendro, 9",90,4.8,4.756,94.4,1.1,4.4,4,16,79,6,1,2,2,73,80,31,13,12,5,0,7,29,6,1,0,25,81.1,88.9,34.4,14.4,13.3,5.6,0.0,7.8,32.2,6.7,1.1,0.0,27.8,71,76,31,11,10,5,0,7,29,5,1,0,25,1,4,0,2,2,0,0,0,0,1,0,0,0,4.88,4.75,4.84,4.38,4.25,5.0,,5.0,4.93,4.0,4.0,,4.92,True,True,True,True,True,False,False,False,True,False,False,False,True,True,True,False,False,False,True,True,True,True,True,True,porciento tanto para familias como parejas los niños quedaron encantados con la comida,personal todos encantadores un sitio para repetir | aunque nos topamos con el barman con una petición de cóctel y la mejor comida que comimos,,,,ambiente íntimo atención por parte del personal inmejorable | perfección absoluta restaurante íntimo con un gran servicio aunque nos topamos,deliciosa entrada no te olvides de tomar el postre antes de salir y disfrutar de un tiempo | en soja y el clásico risotto de hongos al postre no llegamos porque estabamos a tope brindamos,recomendación de vino excelente relación calidad precio | turístico gran recomendación de vino excelente relación calidad precio,nos alegraron una celebración familiar con una excelente comida y vino,nos atendieron genial queríamos opciones vegetarianas y pescado nos dieron alternativas con mucha | la hora nos atendieron genial queríamos opciones vegetarianas y pescado nos dieron alternativas con mucha,agradable y una opción estupenda para los sin gluten repetiremos | jerez me comentaron que tenían opción de pan sin gluten cosa que se agradece mucho muy recomendable,restaurante acogedor el personal no podría haber sido más amable y servicial precios muy buenos y la comida excelente | las críticas de las que disponen personal de lo más atento y encantador cócteles maravillosos y una decoración | como uno de los mejores restaurantes de madrid el servicio era de primera categoría y cada plato era excepcional,"risotto(13), croqueta(7), filete(5), mejillones(4), pasta(4)","risotto(13), croqueta(7), filete(5), mejillones(4), pasta(4), ceviche frito(4), jamón(4), mollejas(4), empanada(3), ramen(3), curry(2), chorizo(2), salmón(2), bacalao(2), costillar(2)",,"comida, servicio, excelente, experiencia, atención",
15,Azotea Forus Barceló,"Calle de Barceló, 6",90,4.8,4.622,90.0,4.4,5.6,5,17,72,9,4,3,2,71,36,28,15,5,4,1,8,15,14,19,0,10,78.9,40.0,31.1,16.7,5.6,4.4,1.1,8.9,16.7,15.6,21.1,0.0,11.1,64,31,25,14,5,4,1,8,14,13,17,0,10,3,3,2,1,0,0,0,0,1,0,1,0,0,4.65,4.47,4.57,4.67,4.8,4.75,5.0,4.75,4.6,4.86,4.58,,4.8,True,True,True,True,False,False,False,False,True,True,True,False,True,False,True,True,True,False,False,True,True,True,True,False,,asequibles y la camarera laura un encanto repetiremos | barbara estuvo muy atenta y un servicio de repetiremos,tomar el brunch y ha sido un descubrimiento terraza muy bonita camareros muy amables y la comida | fue encantadora y el sitios super acogedor terraza preciosa con vistas muy bonitas,servicio increíble el sitio es una azotea con vistas bonitas donde tomar una bebida es muy agradable | camarera y servicio increíble el sitio es una azotea con vistas bonitas donde tomar una bebida,,,ensalada de remolacha buenísima y el humus los postres también están muy ricos y las camareras | incomestible que tuve que devolver y un postre pasable,los cócteles todo espectacular la relación calidad precio es muy buena para ser el centro de madrid | comida los cócteles todo espectacular la relación calidad precio es muy buena para ser el centro de,fui con un grupo de amigos a celebrar un cumpleaños la comida muy bien y el ambiente un diez | fuimos un grupo grande de amigos a última hora esperando poder,platos asequibles para todo el mundo opciones vegetarianas y gran variedad especialmente destacable | tienen platos asequibles para todo el mundo opciones vegetarianas y gran variedad especialmente destacable,,perfecto muy agradable y el sitio muy acogedor el servicio impecable y miy buen ambiente las patatas estaban | camarera y servicio increíble el sitio es una azotea con vistas bonitas | camarera y servicio increíble el sitio es una azotea con vistas,"nachos(3), bonito(3), migas(3), guacamole(2), pasta(2)","nachos(3), bonito(3), migas(3), guacamole(2), pasta(2), terraza preciosa(2), huevos benedictinos(2), hace frío(2), salmón(1), arroz(1), tarta(1), jamón(1)",,"laura, servicio, atención, lugar, buen",
