id_restaurante,nombre,direccion,n_resenas,valoracion_google,avg_estrellas_modelo,pct_positivo,pct_neutro,pct_negativo,n_resenas_negativas,n_baja_confianza,estrellas_5,estrellas_4,estrellas_3,estrellas_2,estrellas_1,servicio_menciones,comida_menciones,ambiente_menciones,precio_menciones,velocidad_menciones,ruido_menciones,limpieza_menciones,ninos_menciones,mascotas_menciones,terraza_menciones,vistas_menciones,musica_directo_menciones,romantico_menciones,servicio_pct,comida_pct,ambiente_pct,precio_pct,velocidad_pct,ruido_pct,limpieza_pct,ninos_pct,mascotas_pct,terraza_pct,vistas_pct,musica_directo_pct,romantico_pct,servicio_pos,comida_pos,ambiente_pos,precio_pos,velocidad_pos,ruido_pos,limpieza_pos,ninos_pos,mascotas_pos,terraza_pos,vistas_pos,musica_directo_pos,romantico_pos,servicio_neg,comida_neg,ambiente_neg,precio_neg,velocidad_neg,ruido_neg,limpieza_neg,ninos_neg,mascotas_neg,terraza_neg,vistas_neg,musica_directo_neg,romantico_neg,servicio_avg_stars,comida_avg_stars,ambiente_avg_stars,precio_avg_stars,velocidad_avg_stars,ruido_avg_stars,limpieza_avg_stars,ninos_avg_stars,mascotas_avg_stars,terraza_avg_stars,vistas_avg_stars,musica_directo_avg_stars,romantico_avg_stars,servicio_rep,comida_rep,ambiente_rep,precio_rep,velocidad_rep,ruido_rep,limpieza_rep,ninos_rep,mascotas_rep,terraza_rep,vistas_rep,musica_directo_rep,romantico_rep,criterio_ninos,criterio_mascotas,criterio_terraza,criterio_vistas,criterio_musica_directo,criterio_romantico,top5_platos,todos_platos,personal_destacado,terminos_tfidf
38,Sibuya Urban Sushi Bar - Madrid,"Calle de Orense, 11",90,4.8,4.867,97.8,1.1,1.1,1,11,81,7,1,1,0,73,68,23,19,9,3,2,3,20,0,0,0,7,81.1,75.6,25.6,21.1,10.0,3.3,2.2,3.3,22.2,0.0,0.0,0.0,7.8,71,66,22,18,8,3,2,3,19,0,0,0,7,1,1,0,1,1,0,0,0,0,0,0,0,0,4.85,4.85,4.78,4.74,4.56,4.67,5.0,5.0,4.9,,,,5.0,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,"sushi(10), atún(3), sashimi(1), curry(1), ceviche(1)","sushi(10), atún(3), sashimi(1), curry(1), ceviche(1), salmón(1), miso(1), cheesecake(1), helado(1), arroz(1), mochi(1), tarta(1)",,"comida, servicio, amable, atención, excelente"
39,Sibuya Urban Sushi Bar,"Calle de Ibiza, 33",90,4.8,4.778,94.4,2.2,3.3,3,5,80,5,2,1,2,75,72,17,14,6,2,2,4,24,0,0,0,15,83.3,80.0,18.9,15.6,6.7,2.2,2.2,4.4,26.7,0.0,0.0,0.0,16.7,72,67,15,11,5,2,1,4,23,0,0,0,14,2,3,1,1,1,0,0,0,1,0,0,0,1,4.83,4.74,4.65,4.29,4.5,5.0,4.0,5.0,4.83,,,,4.73,True,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,"sushi(12), atún(2)","sushi(12), atún(2)",,"comida, ariel, servicio, atención, excelente"
40,DSTAGE,"Calle de Regueros, 8",93,4.6,3.075,43.0,10.8,46.2,43,35,31,9,10,22,21,52,78,25,18,16,5,1,4,31,7,4,2,23,55.9,83.9,26.9,19.4,17.2,5.4,1.1,4.3,33.3,7.5,4.3,2.2,24.7,28,33,13,2,3,3,1,1,15,2,2,0,11,20,38,8,15,10,2,0,3,13,4,1,1,11,3.38,3.06,3.52,2.0,2.5,3.4,5.0,2.5,3.29,2.57,3.75,2.5,3.26,True,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,"flan(4), mochi(4), manitas(2), chorizo hecho(2), merluza(1)","flan(4), mochi(4), manitas(2), chorizo hecho(2), merluza(1), foie(1), tarta(1), atún(1), solomillo(1), calamares(1), dorada(1), secreto(1), anchoas(1), arroz(1)",,"platos, menú, restaurante, experiencia, servicio"
41,Restaurante La Malontina,"Calle Verónica, 4",91,4.6,3.846,65.9,13.2,20.9,19,34,43,17,12,12,7,62,83,36,24,11,7,3,6,33,7,1,0,14,68.1,91.2,39.6,26.4,12.1,7.7,3.3,6.6,36.3,7.7,1.1,0.0,15.4,49,56,26,14,6,4,2,4,22,5,1,0,10,5,16,5,7,4,1,1,0,9,1,0,0,3,4.26,3.93,4.0,3.58,3.64,3.71,4.0,4.33,3.76,4.0,4.0,,4.0,True,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,"almejas(5), mejillones(4), risotto(3), bacalao confitado(3), ensaladilla rusa(3)","almejas(5), mejillones(4), risotto(3), bacalao confitado(3), ensaladilla rusa(3), pulpo braseado(3), oreja(2), guacamole(2), mollejas(2), lomo bajo(2), arroz cremoso(2), langostinos(1), calamares(1), gambas(1), salmorejo(1)",,"comida, platos, pequeño, excelente, restaurante"
42,Vinoteca Moratin,"Calle Moratín, 36",90,4.7,4.556,88.9,6.7,4.4,4,21,67,13,6,1,3,67,76,36,26,8,5,0,5,35,4,1,1,22,74.4,84.4,40.0,28.9,8.9,5.6,0.0,5.6,38.9,4.4,1.1,1.1,24.4,61,70,33,23,6,4,0,5,30,3,1,1,19,1,2,0,1,0,0,0,0,2,0,0,0,1,4.64,4.64,4.67,4.38,4.5,4.6,,4.8,4.46,4.5,5.0,5.0,4.55,True,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,"bacalao(5), salmón marinado(5), arroz(3), carrillera(3), salmon(2)","bacalao(5), salmón marinado(5), arroz(3), carrillera(3), salmon(2), helado(2), pulpo(2), fideuá(1), salmorejo(1), rape(1), coulant(1), chipirones(1), pimientos(1), rabo(1), sepia(1)",,"comida, restaurante, vinos, servicio, carta"
43,Burnout,"Calle Valverde, 6",93,4.7,4.462,89.2,4.3,6.5,6,22,63,20,4,2,4,57,56,19,17,9,1,1,9,29,3,0,0,9,61.3,60.2,20.4,18.3,9.7,1.1,1.1,9.7,31.2,3.2,0.0,0.0,9.7,51,52,19,14,8,1,1,9,26,1,0,0,8,2,2,0,1,1,0,0,0,1,0,0,0,0,4.58,4.57,4.79,4.29,4.56,5.0,5.0,4.67,4.62,3.67,,,4.78,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,"nachos(12), tarta(6), guacamole(4), empanada(1)","nachos(12), tarta(6), guacamole(4), empanada(1)",,"hamburguesas, buena, hamburguesa, comida, carne"
44,Metro Bistró - Plaza Mayor,"Calle Imperial, 3",90,4.6,4.578,90.0,2.2,7.8,7,20,73,8,2,2,5,67,76,19,28,5,3,1,6,44,3,0,0,20,74.4,84.4,21.1,31.1,5.6,3.3,1.1,6.7,48.9,3.3,0.0,0.0,22.2,60,68,15,25,5,3,1,6,41,3,0,0,17,5,6,3,1,0,0,0,0,3,0,0,0,2,4.57,4.61,4.21,4.61,4.8,5.0,5.0,5.0,4.61,5.0,,,4.4,True,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,"croquetas(13), bacalao(6), hummus(4), solomillo(4), tarta(3)","croquetas(13), bacalao(6), hummus(4), solomillo(4), tarta(3), cecina(3), cheesecake(2), berenjenas(2), presa ibérica(2), higos arroz(2), arroz tostado(2), mejillones(1), nécoras(1), ensaladilla(1), lubina(1)",,"comida, platos, servicio, atención, calidad"
45,El Sueño De Carmen,"Calle San Epifanio, 7",90,4.9,4.756,95.6,1.1,3.3,3,12,76,10,1,2,1,73,74,19,11,5,5,2,10,27,6,0,0,16,81.1,82.2,21.1,12.2,5.6,5.6,2.2,11.1,30.0,6.7,0.0,0.0,17.8,72,71,17,9,4,4,2,10,26,5,0,0,13,1,3,1,2,1,0,0,0,1,1,0,0,3,4.84,4.74,4.42,4.27,4.4,4.6,5.0,4.7,4.7,4.33,,,4.25,True,True,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,"lomo(3), helado(2), arroz(2), risotto(2), tortilla(2)","lomo(3), helado(2), arroz(2), risotto(2), tortilla(2), tiramisu(1), morcilla(1), zamburiñas(1), tempura(1), brownie(1), bogavante(1), pluma(1), atún(1), dorada(1), filete(1)",,"comida, servicio, buena, calidad, excelente"
46,Sibuya Urban Sushi Bar Chueca,"Calle Santo Tomé, 5",90,4.7,4.889,97.8,0.0,2.2,2,5,86,2,0,0,2,69,75,11,16,7,3,2,6,28,0,0,0,9,76.7,83.3,12.2,17.8,7.8,3.3,2.2,6.7,31.1,0.0,0.0,0.0,10.0,69,74,11,16,6,3,2,6,28,0,0,0,9,0,1,0,0,1,0,0,0,0,0,0,0,0,4.97,4.92,5.0,4.94,4.29,5.0,5.0,5.0,5.0,,,,5.0,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,"sushi(8), atún(2), gyozas(2), sashimi(1)","sushi(8), atún(2), gyozas(2), sashimi(1)",,"comida, atención, atendió, justin, excelente"
47,El Social,"Calle Hernán Cortés, 19",91,4.8,4.593,90.1,3.3,6.6,6,20,73,9,3,2,4,64,77,34,19,5,4,2,11,23,1,2,0,9,70.3,84.6,37.4,20.9,5.5,4.4,2.2,12.1,25.3,1.1,2.2,0.0,9.9,58,70,31,16,4,4,2,9,20,1,1,0,8,4,4,3,1,1,0,0,1,2,0,1,0,1,4.61,4.62,4.5,4.63,4.0,4.75,5.0,4.55,4.48,5.0,3.0,,4.56,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,"helado(5), gambas(3), filete(3), tempura(3), pasta(2)","helado(5), gambas(3), filete(3), tempura(3), pasta(2), ceviche(2), cordero(2), zamburiñas(1), vermut(1), lubina(1), curry(1), nachos(1), langostinos(1), anchoas(1)",,"comida, excelente, servicio, madrid, lugar"
48,Alright,"Calle Pedro Rico, 41",90,4.6,4.122,74.4,7.8,17.8,16,22,58,9,7,8,8,61,77,14,26,9,2,2,5,29,26,3,0,18,67.8,85.6,15.6,28.9,10.0,2.2,2.2,5.6,32.2,28.9,3.3,0.0,20.0,44,56,10,19,5,1,2,4,21,17,2,0,15,12,14,2,4,2,0,0,0,4,4,1,0,1,4.03,4.1,4.07,4.04,3.78,4.0,4.5,4.4,4.21,4.0,3.67,,4.5,True,True,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,"nachos(12), falso risotto(5), brownie(4), burrito(2), quesadilla(2)","nachos(12), falso risotto(5), brownie(4), burrito(2), quesadilla(2), costillar alright(2), cachopo(1), solomillo(1), rabo(1), chuletón(1), tortilla(1), arroz(1), carrillera(1), atun(1), entraña(1)",,"comida, calidad, carta, costillas, platos"
49,Pampa Beef,"Calle Príncipe, 3",91,4.7,4.275,81.3,6.6,12.1,11,30,60,14,6,4,7,58,67,19,30,11,0,1,2,18,4,1,1,15,63.7,73.6,20.9,33.0,12.1,0.0,1.1,2.2,19.8,4.4,1.1,1.1,16.5,48,55,18,23,10,0,1,2,14,3,1,0,12,7,6,0,4,1,0,0,0,1,0,0,1,2,4.29,4.36,4.58,4.2,4.18,,5.0,5.0,4.33,4.25,4.0,1.0,4.4,True,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,"lomo alto(10), chorizo(9), empanadas(8), sangria(4), chuletón(4)","lomo alto(10), chorizo(9), empanadas(8), sangria(4), chuletón(4), flan(3), solomillo(3), entraña(3), papas fritas(2), filete argentino(2), causa(1), tarta(1)",,"carne, comida, lugar, excelente, madrid"
50,Ichikani Madrid,"Calle Velazquez, 31",91,4.9,4.78,95.6,1.1,3.3,3,9,81,6,1,0,3,73,72,16,10,4,4,0,5,27,0,1,0,16,80.2,79.1,17.6,11.0,4.4,4.4,0.0,5.5,29.7,0.0,1.1,0.0,17.6,71,70,15,9,3,4,0,4,26,0,0,0,16,1,1,0,0,1,0,0,1,0,0,1,0,0,4.85,4.83,4.81,4.8,4.0,5.0,,4.2,4.85,,1.0,,5.0,True,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,"sushi(6), sashimi(2), margarita(1), salmón(1), tarta(1)","sushi(6), sashimi(2), margarita(1), salmón(1), tarta(1), arroz(1)",,"comida, jenny, atención, buena, servicio"
51,Origen Taberna,"Calle Juan Álvarez Mendizábal, 44",90,4.6,4.578,91.1,5.6,3.3,3,16,64,18,5,2,1,64,80,19,21,12,0,1,4,32,4,1,0,15,71.1,88.9,21.1,23.3,13.3,0.0,1.1,4.4,35.6,4.4,1.1,0.0,16.7,58,74,17,17,9,0,1,4,30,3,0,0,14,2,2,1,2,1,0,0,0,0,0,1,0,1,4.58,4.6,4.53,4.33,4.08,,5.0,5.0,4.59,4.0,1.0,,4.67,True,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,"arroz(2), callos(2), rabo(1), mejillones(1), curry(1)","arroz(2), callos(2), rabo(1), mejillones(1), curry(1), atun(1), tacos(1), gambas(1), filete(1), bizcocho(1), migas(1), carrillera(1), pisto(1)",,"comida, servicio, platos, carta, excelente"
52,Eiffel Restaurante,"Calle Seseña, 18",90,4.7,4.9,97.8,1.1,1.1,1,10,84,4,1,1,0,67,74,12,25,8,3,0,17,34,2,2,0,21,74.4,82.2,13.3,27.8,8.9,3.3,0.0,18.9,37.8,2.2,2.2,0.0,23.3,66,72,12,23,8,3,0,17,34,2,2,0,21,0,1,0,1,0,0,0,0,0,0,0,0,0,4.94,4.91,5.0,4.72,4.88,5.0,,5.0,4.97,5.0,5.0,,5.0,True,True,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,"cachopo(6), croquetas(6), jamón(4), cecina(3), morcilla(2)","cachopo(6), croquetas(6), jamón(4), cecina(3), morcilla(2), tarta(2), salmón(1), solomillo(1), lomo(1), chorizo(1), cordero(1), brownie(1), helado(1), secreto(1), oreja(1)",,"comida, trato, atención, calidad, gracias"
53,Restaurante Morgana,"Calle Libertad, 5",90,4.7,4.389,81.1,10.0,8.9,8,18,62,11,9,6,2,62,82,23,23,6,1,1,1,24,1,0,1,10,68.9,91.1,25.6,25.6,6.7,1.1,1.1,1.1,26.7,1.1,0.0,1.1,11.1,52,67,17,16,2,1,1,0,19,1,0,1,7,2,7,4,5,1,0,0,1,2,0,0,0,1,4.5,4.4,4.13,3.96,3.5,5.0,5.0,2.0,4.29,5.0,,5.0,4.3,True,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,"pulpo(28), tortilla(8), rape negro(5), lomo(3), chuletón(3)","pulpo(28), tortilla(8), rape negro(5), lomo(3), chuletón(3), zamburiñas(1), tempura(1), ceviche(1), empanada(1), entraña(1), merluza(1), jamón(1), crepe(1), gazpacho(1)",,"comida, platos, servicio, calidad, excelente"
54,Zenith Caffè - Desengaño,"Calle del Desengaño, 24",90,4.9,4.722,95.6,1.1,3.3,3,9,74,12,1,1,2,70,73,25,13,8,5,3,2,17,1,0,0,5,77.8,81.1,27.8,14.4,8.9,5.6,3.3,2.2,18.9,1.1,0.0,0.0,5.6,67,71,24,10,8,4,3,1,16,1,0,0,4,2,1,0,2,0,0,0,1,0,0,0,0,1,4.71,4.78,4.76,4.08,4.75,4.4,5.0,3.0,4.82,4.0,,,4.2,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,"guacamole(2), salmón(2), tacos(1), helado(1)","guacamole(2), salmón(2), tacos(1), helado(1)",,"comida, lugar, gigi, excelente, servicio"
55,Hotaru Madrid,"Calle de Alcalá, 99",90,4.8,4.578,87.8,4.4,7.8,7,10,74,5,4,3,4,73,70,20,11,5,2,2,1,26,0,0,2,17,81.1,77.8,22.2,12.2,5.6,2.2,2.2,1.1,28.9,0.0,0.0,2.2,18.9,65,61,17,9,4,1,1,1,20,0,0,2,17,5,5,2,1,1,0,1,0,5,0,0,0,0,4.62,4.56,4.55,4.36,4.2,4.0,3.0,4.0,4.23,,,5.0,5.0,True,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,"sushi(6), gyozas(4), atún(3), langostinos(2), sashimi(1)","sushi(6), gyozas(4), atún(3), langostinos(2), sashimi(1), mochi(1), miso(1), edamame(1)",,"experiencia, comida, servicio, excelente, calidad"
56,Camino Sacramento,Calle Gran Vía Callao,91,4.8,4.813,94.5,2.2,3.3,3,8,85,1,2,0,3,73,55,12,4,7,0,1,7,20,1,3,1,12,80.2,60.4,13.2,4.4,7.7,0.0,1.1,7.7,22.0,1.1,3.3,1.1,13.2,72,52,12,4,7,0,1,6,20,1,2,1,12,1,1,0,0,0,0,0,1,0,0,0,0,0,4.93,4.84,5.0,5.0,5.0,,5.0,4.43,5.0,5.0,4.33,5.0,5.0,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,"chuletón(4), croquetas(3), filete(3), papas fritas(2), morcilla(1)","chuletón(4), croquetas(3), filete(3), papas fritas(2), morcilla(1), cachopo(1), solomillo(1)",,"comida, excelente, atención, carne, servicio"
57,Asado Central,"Calle de la Victoria, 12",90,4.8,4.678,93.3,2.2,4.4,4,15,73,11,2,2,2,72,55,7,8,10,2,0,6,11,1,0,0,3,80.0,61.1,7.8,8.9,11.1,2.2,0.0,6.7,12.2,1.1,0.0,0.0,3.3,69,53,4,6,8,2,0,5,11,0,0,0,2,2,2,2,1,2,0,0,1,0,1,0,0,1,4.74,4.75,3.57,4.25,4.0,5.0,,4.33,4.91,2.0,,,4.0,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,"entrecot(4), entraña(2), empanadas argentinas(2), tarta(1), empanada(1)","entrecot(4), entraña(2), empanadas argentinas(2), tarta(1), empanada(1), arroz(1), filete(1), sangria(1), morcilla(1)",,"comida, excelente, atención, servicio, carne"
58,Toga,"Calle Juanelo, 23",90,4.7,4.522,92.2,4.4,3.3,3,26,58,25,4,2,1,66,75,31,20,11,4,1,3,35,7,1,0,12,73.3,83.3,34.4,22.2,12.2,4.4,1.1,3.3,38.9,7.8,1.1,0.0,13.3,63,70,30,19,9,4,1,2,31,7,1,0,10,1,2,0,0,1,0,0,1,1,0,0,0,1,4.58,4.53,4.65,4.55,4.27,5.0,4.0,3.33,4.57,4.57,4.0,,4.5,True,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,"atún rojo(12), ceviche(5), risotto(5), pluma(4), crepe(1)","atún rojo(12), ceviche(5), risotto(5), pluma(4), crepe(1), presa(1), gambas(1), tacos(1), sashimi(1), gyozas(1), rabo(1), tarta(1), mousse(1), chipirones(1)",,"noodles, comida, platos, servicio, buena"
59,Peppe Fusco The Italian,"Calle de Fuencarral, 139",90,4.8,4.367,82.2,6.7,11.1,10,15,64,10,6,5,5,64,66,22,15,9,2,1,5,21,10,0,0,7,71.1,73.3,24.4,16.7,10.0,2.2,1.1,5.6,23.3,11.1,0.0,0.0,7.8,56,53,19,10,4,2,1,4,17,8,0,0,7,4,8,2,4,2,0,0,1,3,2,0,0,0,4.55,4.3,4.32,3.73,3.44,5.0,5.0,4.4,4.29,4.3,,,5.0,True,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,"risotto(3), focaccia(2), berenjenas(2), arroz(2), pasta carbonara(2)","risotto(3), focaccia(2), berenjenas(2), arroz(2), pasta carbonara(2), bruschetta(1), tagliatelle(1), lasaña(1), salmón(1), tiramisú(1), almejas(1), espaguetis(1)",,"comida, buena, atención, servicio, pasta"
60,La Taberna De Peñalver Cava Baja,"Calle Cava Baja, 36",90,4.7,4.533,86.7,4.4,8.9,8,11,71,7,4,5,3,69,63,19,10,7,2,0,7,11,5,1,0,8,76.7,70.0,21.1,11.1,7.8,2.2,0.0,7.8,12.2,5.6,1.1,0.0,8.9,59,54,14,5,3,2,0,6,10,3,1,0,6,7,6,2,3,4,0,0,1,1,1,0,0,1,4.51,4.49,4.11,3.5,2.71,4.5,,4.57,4.55,3.8,4.0,,4.25,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,"pulpo(6), jamón ibérico(4), gambas(3), arroz negro(3), tortilla(2)","pulpo(6), jamón ibérico(4), gambas(3), arroz negro(3), tortilla(2), chipirones(2), entrecot(1), helado(1), calamares(1), zamburiñas(1), filete(1), lubina(1), lomo(1), sangria(1), pimientos(1)",,"comida, excelente, paella, servicio, atención"
61,Lola Si Mola,"Calle de las Huertas, 55",90,4.7,4.467,87.8,4.4,7.8,7,19,63,16,4,4,3,73,76,42,15,11,3,1,11,24,3,0,0,14,81.1,84.4,46.7,16.7,12.2,3.3,1.1,12.2,26.7,3.3,0.0,0.0,15.6,64,66,37,12,7,2,1,7,23,2,0,0,12,5,6,3,1,1,1,0,2,0,0,0,0,1,4.49,4.42,4.4,4.47,3.82,3.33,5.0,3.91,4.75,4.33,,,4.57,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,"paella(13), sangría(6), pulpo(6), croquetas(4), filete(3)","paella(13), sangría(6), pulpo(6), croquetas(4), filete(3), brownie(2), mousse(2), gazpacho(1), salmorejo(1), lomo(1), arroz(1)",,"comida, buena, servicio, atención, restaurante"
62,La Tasqueria de Javi Estevez,"Calle Modesto Lafuente, 82",90,4.6,4.178,83.3,4.4,12.2,11,35,46,29,4,7,4,63,76,29,23,12,0,1,2,32,2,3,2,27,70.0,84.4,32.2,25.6,13.3,0.0,1.1,2.2,35.6,2.2,3.3,2.2,30.0,50,63,27,18,8,0,1,1,26,2,3,2,25,9,10,1,4,4,0,0,1,4,0,0,0,1,4.1,4.17,4.34,3.87,3.67,,5.0,3.0,4.03,4.5,4.33,5.0,4.3,True,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,"cordero(5), fideua(4), cochinillo confitada(4), cochinillo frita(3), callos pata(3)","cordero(5), fideua(4), cochinillo confitada(4), cochinillo frita(3), callos pata(3), croquetas(3), manitas(2), tortilla(2), mejillones(2), helado(2), foie papada(2), cecina(1), ensaladilla(1), oreja(1)",,"platos, menú, casquería, restaurante, servicio"
63,Sa Vida Wine Restaurant,"Calle Doctor Fleming, 51",90,4.6,4.744,92.2,5.6,2.2,2,11,76,7,5,2,0,57,83,21,15,4,3,1,2,32,5,2,0,7,63.3,92.2,23.3,16.7,4.4,3.3,1.1,2.2,35.6,5.6,2.2,0.0,7.8,55,77,19,12,2,3,0,2,28,4,1,0,6,0,2,1,1,1,0,0,0,1,1,1,0,0,4.84,4.75,4.67,4.27,3.75,4.67,3.0,5.0,4.59,4.4,3.5,,4.57,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,"croquetas(5), bacalao(4), cochinillo(2), arroz meloso(2), rabo(1)","croquetas(5), bacalao(4), cochinillo(2), arroz meloso(2), rabo(1), gambas(1), risotto(1), foie(1), solomillo(1), pulpo(1)",,"comida, vinos, servicio, platos, calidad"
64,La Pizzateca,"Calle León, 35",90,4.6,4.789,94.4,2.2,3.3,3,12,80,5,2,2,1,68,53,23,16,7,5,3,12,22,0,0,0,7,75.6,58.9,25.6,17.8,7.8,5.6,3.3,13.3,24.4,0.0,0.0,0.0,7.8,66,49,22,14,5,5,3,10,20,0,0,0,6,2,3,1,1,1,0,0,1,1,0,0,0,0,4.82,4.7,4.7,4.5,4.29,5.0,5.0,4.58,4.77,,,,4.71,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,"pasta(4), pizza margarita(2), tacos(1), carbonara(1), chorizo(1)","pasta(4), pizza margarita(2), tacos(1), carbonara(1), chorizo(1)",,"pizza, comida, pizzas, servicio, excelente"
65,Maruzzella,"Calle Raimundo Fernandez Villaverde, 28",90,4.6,4.811,95.6,2.2,2.2,2,10,81,5,2,0,2,73,68,22,4,4,4,1,8,30,6,0,0,7,81.1,75.6,24.4,4.4,4.4,4.4,1.1,8.9,33.3,6.7,0.0,0.0,7.8,70,64,22,4,4,4,1,8,29,6,0,0,7,2,2,0,0,0,0,0,0,1,0,0,0,0,4.81,4.79,4.91,5.0,5.0,4.75,5.0,4.88,4.87,5.0,,,4.86,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,"pasta(8), tiramisú(5), lasaña(3), carbonara(3), tagliatelle(2)","pasta(8), tiramisú(5), lasaña(3), carbonara(3), tagliatelle(2), jamon(1), atún(1), mejillones(1)",,"comida, atención, servicio, buena, excelente"
66,La Cabaña Argentina,"Calle Ventura de la Vega, 10",90,4.5,4.067,72.2,14.4,13.3,12,28,49,16,13,6,6,64,70,26,16,11,0,4,9,26,1,0,0,21,71.1,77.8,28.9,17.8,12.2,0.0,4.4,10.0,28.9,1.1,0.0,0.0,23.3,51,54,22,10,4,0,4,8,21,1,0,0,18,5,5,1,2,3,0,0,1,1,0,0,0,2,4.28,4.24,4.46,3.75,3.45,,4.25,4.33,4.31,4.0,,,4.33,True,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,"mollejas(9), lomo alto(3), lomo bajo(3), jamón(2), brownie(2)","mollejas(9), lomo alto(3), lomo bajo(3), jamón(2), brownie(2), cochinillo(2), papas fritas(2), empanadas filetes(2)",,"comida, servicio, carne, restaurante, madrid"
67,MU! El Placer de la Carne II,"Calle de la Victoria, 12",90,4.7,4.578,88.9,4.4,6.7,6,16,72,8,4,2,4,74,66,15,37,12,2,2,7,22,2,1,0,5,82.2,73.3,16.7,41.1,13.3,2.2,2.2,7.8,24.4,2.2,1.1,0.0,5.6,65,59,13,35,9,2,1,4,19,1,0,0,3,6,5,1,2,1,0,0,1,2,1,0,0,1,4.54,4.61,4.6,4.76,4.33,5.0,4.0,3.57,4.55,3.0,3.0,,3.6,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,"empanadas(4), entraña(3), flan(2), filete(2), chorizo(2)","empanadas(4), entraña(3), flan(2), filete(2), chorizo(2), lomo alto(2), empanada ensalada(2), salmón(1), helado(1), morcilla(1)",,"comida, carne, atención, excelente, buena"
68,La Gaditana Retiro,"Calle Doctor Castelo, 26",91,4.9,4.901,98.9,0.0,1.1,1,10,85,5,0,0,1,73,47,10,5,1,0,0,3,15,0,0,1,9,80.2,51.6,11.0,5.5,1.1,0.0,0.0,3.3,16.5,0.0,0.0,1.1,9.9,73,47,10,5,1,0,0,3,15,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95,4.89,4.9,4.6,5.0,,,5.0,5.0,,,5.0,5.0,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,"atún(4), arroz(3), zamburiñas(2), tarta(2), rabo(1)","atún(4), arroz(3), zamburiñas(2), tarta(2), rabo(1), solomillo(1), rodaballo(1), pulpo(1), vermut(1), rape(1)",,"félix, comida, atención, felix, servicio"
69,Amordmadre,"Calle Sierra de Palomeras, 40",91,4.8,4.571,90.1,5.5,4.4,4,13,68,14,5,1,3,64,73,15,19,9,2,1,8,29,13,0,0,17,70.3,80.2,16.5,20.9,9.9,2.2,1.1,8.8,31.9,14.3,0.0,0.0,18.7,61,68,13,14,8,2,1,8,28,11,0,0,13,0,2,0,2,0,0,0,0,1,2,0,0,1,4.75,4.67,4.6,4.11,4.56,4.5,4.0,4.88,4.72,4.15,,,4.29,True,True,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,"oreja(7), entraña(5), croquetas(4), pulpo(2), atún(2)","oreja(7), entraña(5), croquetas(4), pulpo(2), atún(2), ensaladilla(2), guacamole(1), curry(1), gambas(1), bizcocho(1), salmón(1), tiramisú(1), gyozas(1), lomo(1), langostinos(1)",,"comida, platos, siempre, trato, servicio"
